,text,affect_isr,affect_pal,attitude
1591,"Арабы воюют, а евреи разрабатывают новые лекарства.",0,0,0
1653,"В атаку идут с удовольствием, а когда огребают, визжат об исламофобии.",2,0,0
1157,Антисемитизм и антисионизм — два разных термина,2,2,2
206,"Кто придёт уничтожить государство Израиль, тот будет уничтожен. Кто придёт уничтожить веру в живого Бога и Его Дом, тот будет наказан Богом! Читайте Священное Писание.",0,2,0
1132,Различие между антисемитизмом и антисионизмом просто огромно,2,2,2
280,Давайте не путать борьбу за свободу с терроризмом ХАМАСа.,2,0,0
455,Израиль поддерживать не стоит.,1,2,1
533,Наши сердца и наши действия направлены на мир в Палестине,2,1,1
1546,Когда читаю комментарии – это просто заблуждение. Ведь это не наш конфликт. Солдаты боролись с Хамасом в Сирии. Жалко детей обеих сторон.,2,2,2
449,"Впустили евреев в свой дом, а теперь их же за гостеприимство убивают",1,2,1
283,Пора прекратить терпеть террор структур вроде ХАМАС.,2,0,0
1655,"Он наслаждается жизнью, нападая первым, а когда ему дают сдачи, начинает жаловаться на исламофобию.",2,0,0
1148,Антисемитизм и антисионизм — понятия с размытыми границами,2,2,2
807,ХАМАС опять попятился  ,2,0,0
1541,"Читая ваши комментарии, только и удивляюсь: это ведь совсем не наше дело. Солдаты с Хамасом воевали прежде в Сирии. Жалко детей с обоих сторон.",2,2,2
1141,Антисемитизм и антисионизм — это разные явления,2,2,2
